,Company,Job,Location,Salary,Sponsored
989,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
990,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
991,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
992,"

    U.S. Air Force",Biomedical Laboratory Officer,United States,,True
993,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
994,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
995,"

    CIRA at Colorado State University
","Postdoctoral Fellow, Connecting Cloud Models to Observations","Fort Collins, CO",,False
996,"


    Colorado State University
","Research Scientist/Scholar I, II, III (15-131) - OPEN POOL","Fort Collins, CO",,False
997,"

    Tolmar Inc
",Senior Formulation Scientist (Dermatology),"Fort Collins, CO 80526",,False
998,"

    Tolmar Inc
",Formulation Scientist I,"Fort Collins, CO 80526",,False
999,"

    In-Situ Inc.
",Technical Communication Specialist,"Fort Collins, CO 80524",,False
1000,"


    Colorado State University
","Research Scientist/Scholar I, II, III for CIRA in College Pa...","Fort Collins, CO",,False
1001,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1002,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
1003,"
    In-Situ Inc.",Technical Communication Specialist,"Fort Collins, CO",,True
1004,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1005,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1006,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1007,"

    U.S. Air Force",Biomedical Laboratory Officer,United States,,True
1008,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1009,"

    CIRA at Colorado State University
","Postdoctoral Fellow, Connecting Cloud Models to Observations","Fort Collins, CO",,False
1010,"


    Colorado State University
","Research Scientist/Scholar I, II, III (15-131) - OPEN POOL","Fort Collins, CO",,False
1011,"

    Tolmar Inc
",Senior Formulation Scientist (Dermatology),"Fort Collins, CO 80526",,False
1012,"

    Tolmar Inc
",Formulation Scientist I,"Fort Collins, CO 80526",,False
1013,"

    In-Situ Inc.
",Technical Communication Specialist,"Fort Collins, CO 80524",,False
1014,"


    Colorado State University
","Research Scientist/Scholar I, II, III for CIRA in College Pa...","Fort Collins, CO",,False
1015,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1016,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
1017,"
    In-Situ Inc.",Technical Communication Specialist,"Fort Collins, CO",,True
1018,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1019,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1020,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1021,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1022,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1023,"

    CIRA at Colorado State University
","Postdoctoral Fellow, Connecting Cloud Models to Observations","Fort Collins, CO",,False
1024,"


    Colorado State University
","Research Scientist/Scholar I, II, III (15-131) - OPEN POOL","Fort Collins, CO",,False
1025,"

    Tolmar Inc
",Senior Formulation Scientist (Dermatology),"Fort Collins, CO 80526",,False
1026,"

    Tolmar Inc
",Formulation Scientist I,"Fort Collins, CO 80526",,False
1027,"

    In-Situ Inc.
",Technical Communication Specialist,"Fort Collins, CO 80524",,False
1028,"


    Colorado State University
","Research Scientist/Scholar I, II, III for CIRA in College Pa...","Fort Collins, CO",,False
1029,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1030,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
1031,"
    In-Situ Inc.",Technical Communication Specialist,"Fort Collins, CO",,True
1032,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1033,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1034,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1035,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1036,"

    PayPal",Data Scientist,"San Jose, CA",,True
1037,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
1038,"

    Workday",Data Scientist,"Pleasanton, CA",,True
1039,"


    Google
","Statistician/Quantitative Analyst, Engineering","Mountain View, CA",,False
1040,"


    Tesla Motors
",Sr Statistician,"Palo Alto, CA",,False
1041,"


    Google
","Product Analyst, Data Sciences","Mountain View, CA",,False
1042,"

    DataWalk
",Data Scientist,"Mountain View, CA",[<nobr>$120 an hour</nobr>],False
1043,"


    Google
","Quantitative Analyst/Statistician, Engineering, University G...","Mountain View, CA",,False
1044,"

    Brilliance Publishing
",Machine Learning Scientist,"Sunnyvale, CA",,False
1045,"


    EBay
",Senior Applied Researcher/Data Scientist,"San Jose, CA",,False
1046,"

    Theranos
",Scientist (Machine Learning),"Palo Alto, CA",,False
1047,"


    Walmart eCommerce
",Machine Learning Scientist,"Sunnyvale, CA",,False
1048,"


    The MathWorks
",Senior Technical Consultant - Data Scientist (Analytics),"Sunnyvale, CA",,False
1049,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
1050,"
    Samsung Semiconductor, Inc.",Data Scientist- Text Analytics,"San Jose, CA",,True
1051,"
    Samsung Semiconductor, Inc.",Data Scientist- Text Analytics,"San Jose, CA",,True
1052,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
1053,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
1054,"


    Xilinx
",Senior Data Systems Engineer,"San Jose, CA 95124 (Cambrian Park area)",,False
1055,"


    Facebook
","Applied Research Scientist, Core Machine Learning","Menlo Park, CA",,False
1056,"


    Apple
",Siri Reliability Data Engineer,"Santa Clara Valley, CA",,False
1057,"


    Yahoo! Inc.
","Sr. Data Scientist, Advertising","Sunnyvale, CA",,False
1058,"


    Apple
","Senior Statistical Analyst, Internet Services Operations","Santa Clara Valley, CA",,False
1059,"

    Beepi
",Machine Learning Scientist,"Los Altos, CA",,False
1060,"


    Google
","Research Scientist, Machine Learning and Intelligence","Mountain View, CA",,False
1061,"

    LeanTaas
",Data Engineer- LeanTaaS Labs/iGroup,"Santa Clara, CA",,False
1062,"


    Coursera
",Data Science Domain Expert,"Mountain View, CA 94041",,False
1063,"


    SanDisk
",Sr Data Scientist Job,"Milpitas, CA",,False
1064,"

    Workday",Data Scientist,"Pleasanton, CA",,True
1065,"

    PayPal",Data Scientist,"San Jose, CA",,True
1066,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
1067,"

    Workday",Data Scientist,"Pleasanton, CA",,True
1068,"


    Google
","Data Scientist / Quantitative Analyst, YouTube","Mountain View, CA",,False
1069,"

    Ruckus Wireless, Inc
",Principal Data Scientist,"Sunnyvale, CA",,False
1070,"


    SAP
",Senior Data Scientist Job,"Palo Alto, CA",,False
1071,"

    DNAnexus
",Genomics Scientist,"Mountain View, CA",,False
1072,"

    NextDeavor, Inc.
",Sr. Data Scientist,"Mountain View, CA 94041","[<nobr>$150,000 a year</nobr>]",False
1073,"

    Sysomos, L.P.
",Principal Data Scientist,"Sunnyvale, CA",,False
1074,"


    Storm8
",Senior Data Scientist,"Redwood City, CA 94065",,False
1075,"


    Google
",Quantitative Financial Analyst,"Mountain View, CA",,False
1076,"

    Pullskill Technologies
",Machine Learning Engineer,"San Jose, CA","[<nobr>$110,000 a year</nobr>]",False
1077,"


    Cray
",Analytics DevOps Engineer,"San Jose, CA",,False
1078,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
1079,"
    Samsung Semiconductor, Inc.",Data Scientist- Text Analytics,"San Jose, CA",,True
1080,"

    PayPal",Data Scientist,"San Jose, CA",,True
1081,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
1082,"

    Workday",Data Scientist,"Pleasanton, CA",,True
1083,"

    TERADEEP INC.
",STAFF DATA SCIENTIST / DEEP LEARNING,"Campbell, CA","[<nobr>$120,000 - $160,000 a year</nobr>]",False
1084,"


    Huawei
",Technology Strategist,"Santa Clara, CA",,False
1085,"


    Danaher
","Applications Scientist, Advanced Workflow Engineering Soluti...","Sunnyvale, CA",,False
1086,"


    Google
","Strategy, Planning and Analytics Statistician","Mountain View, CA",,False
1087,"


    KLA-Tencor
","Scientist, Research 3","Milpitas, CA",,False
1088,"


    Comcast
",Sr Data Scientist/ Research Technologist,"Sunnyvale, CA 94089",,False
1089,"


    Hewlett Packard Enterprise
",Big Data Senior Data Scientist,"Sunnyvale, CA",,False
1090,"


    Walmart eCommerce
",Senior Software Engineer,"Sunnyvale, CA",,False
1091,"


    Hitachi America, Ltd.
","Research Scientist, Healthcare","Santa Clara, CA 95054",,False
1092,"


    Lockheed Martin
",Machine Learning Data Scientist Senior,"Sunnyvale, CA",,False
1093,"
    Samsung Semiconductor, Inc.",Data Scientist- Text Analytics,"San Jose, CA",,True
1094,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
1095,"

    PayPal",Data Scientist,"San Jose, CA",,True
1096,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
1097,"

    Workday",Data Scientist,"Pleasanton, CA",,True
1098,"

    TERADEEP INC.
",Machine Learning / Deep Learning Internship(s),"Campbell, CA","[<nobr>$40,000 - $80,000 a year</nobr>]",False
1099,"


    Yahoo! Inc.
","Senior Data Scientist, Ad Measurements and Insights","Sunnyvale, CA",,False
1100,"

    ClearLight Diagnostics
",Scientist I,"Sunnyvale, CA 94085",,False
1101,"


    Apple
",Software Engineer - Data,"Santa Clara Valley, CA",,False
1102,"


    Visa
",Senior Data Scientist Job,"Mountain View, CA",,False
1103,"


    Walmart eCommerce
","Director, Data Science","Sunnyvale, CA",,False
1104,"


    Cray
",Data Analytics Sales Representative - Western U.S.,"San Jose, CA",,False
1105,"


    Google
","Computational Biologist, Verily Life Sciences","Mountain View, CA",,False
1106,"


    Clorox
",BI Developer/Data Integration,"Pleasanton, CA 94588",,False
1107,"


    Google
",Data Infrastructure & Analysis Software Engineer,"Mountain View, CA",,False
1108,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
1109,"
    Samsung Semiconductor, Inc.",Data Scientist- Text Analytics,"San Jose, CA",,True
1110,"

    PayPal",Data Scientist,"San Jose, CA",,True
1111,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
1112,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
1113,"

    Workday",Data Scientist,"Pleasanton, CA",,True
1114,"


    Jobspring Partners
",Data Scientist,"San Jose, CA 95113 (Downtown area)","[<nobr>$150,000 - $180,000 a year</nobr>]",False
1115,"


    Apple
","Software Engineer, Natural Language Processing Machine Learn...","Santa Clara Valley, CA",,False
1116,"

    Intechriti
",Data Scientist (Advanced Machine Learning),"Sunnyvale, CA","[<nobr>$160,000 a year</nobr>]",False
1117,"


    A9.com
",Data Sciences Engineer - Advertising Technology Platform,"Palo Alto, CA",,False
1118,"


    SRI International
",Senior Research Scientist - Survey Methodology,"Menlo Park, CA 94025",,False
1119,"


    St. Jude Medical
",Scientist II,"Sunnyvale, CA",,False
1120,"

    Agreeya Solutions
",Direct Hire: Senior Data Scientist,"Menlo Park, CA",,False
1121,"


    Google
","Engineering Resident, University Graduate (Fixed Term Employ...","Mountain View, CA",,False
1122,"


    ASML
",Principal Data Scientist,"Santa Clara, CA",,False
1123,"


    Umpqua Bank
",Pivotus - Data Scientist - Palo Alto,"Palo Alto, CA","[<nobr>$100,000 - $160,000 a year</nobr>]",False
1124,"
    Samsung Semiconductor, Inc.",Data Scientist- Text Analytics,"San Jose, CA",,True
1125,"

    PayPal",Data Scientist,"San Jose, CA",,True
1126,"

    TARGET",Haskell Data Scientist,"Sunnyvale, CA",,True
1127,"

    TARGET",Lead Data Scientist,"Sunnyvale, CA",,True
1128,"

    Stride Search
",Machine Learning Scientist,"Sunnyvale, CA",,False
1129,"


    Stanford University
",Research Data Analyst,"Stanford, CA 94305",,False
1130,"

    Delta Products Corporation
",Market Research Analyst,"Fremont, CA 94538 (Irvington area)",,False
1131,"


    Jobspring Partners
",Senior Data Scientist,"Palo Alto, CA","[<nobr>$150,000 - $180,000 a year</nobr>]",False
1132,"


    Verizon
",NLP Scientist,"San Jose, CA 95131 (North Valley area)",,False
1133,"


    Agilent
","R&D Scientist, Computational Biology","Santa Clara, CA 95051",,False
1134,"


    TARGET
",Lead Data Scientist,"Sunnyvale, CA 94086",,False
1135,"


    LinkedIn
",Principal Data Scientist - Consumer Analytics,"Mountain View, CA 94043",,False
1136,"


    Facebook
","Engineer, Core Data Science","Menlo Park, CA",,False
1137,"


    Coupang
",Data Engineer,"Palo Alto, CA",,False
1138,"
    Samsung Semiconductor, Inc.",Data Scientist- Text Analytics,"San Jose, CA",,True
1139,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
1140,"

    PayPal",Data Scientist,"San Jose, CA",,True
1141,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
1142,"

    Workday",Data Scientist,"Pleasanton, CA",,True
1143,"


    Adobe
",Data Scientist Intern,"San Jose, CA",,False
1144,"


    Huawei
",Principal Machine Learning Engineer,"Santa Clara, CA",,False
1145,"

    ProteinSimple
",Applications Scientist,"San Jose, CA 95134 (North San Jose area)",,False
1146,"


    Agilent
",LC/MS Marketing Application Scientist,"Santa Clara, CA 95051",,False
1147,"


    Facebook
","Marketing Science Analytics Associate, SMB","Menlo Park, CA",,False
1148,"


    Bruker
",Senior Staff Applications Scientist,"San Jose, CA",,False
1149,"


    Google
","Developer Programs Engineer, Machine Learning","Mountain View, CA",,False
1150,"

    LigaData
","Director, Data Science","Menlo Park, CA",,False
1151,"


    Tesla Motors
",Vehicle Test Engineer - Data Analysis Engineer - Durability,"Fremont, CA 94538 (Irvington area)",,False
1152,"

    LeanTaas
",Senior Data Scientist - LeanTaaS Healthcare/iQueue,"Santa Clara, CA",,False
1153,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
1154,"
    Samsung Semiconductor, Inc.",Data Scientist- Text Analytics,"San Jose, CA",,True
1155,"

    PayPal",Data Scientist,"San Jose, CA",,True
1156,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
1157,"

    Workday",Data Scientist,"Pleasanton, CA",,True
1158,"


    Stanford University
","Research Analyst, Water in the West","Stanford, CA 94305",,False
1159,"


    Amazon Corporate LLC
","Machine Learning Scientist, Deep Learning","Palo Alto, CA",,False
1160,"

    Jetlore
",​Data Engineer,"Sunnyvale, CA",,False
1161,"


    Becton Dickinson & Company
","Staff Scientist, Cell Therapy Application","San Jose, CA 95131 (North Valley area)",,False
1162,"

    LeanTaas
",Senior Data Scientist,"Santa Clara, CA",,False
1163,"

    Pullskill Technologies
",Data Scientist (Software Engineering),"San Jose, CA","[<nobr>$120,000 a year</nobr>]",False
1164,"


    Apple
","Senior Software Engineer, Machine Learning","Santa Clara Valley, CA",,False
1165,"


    Apple
",Machine Learning Software Engineer,"Santa Clara Valley, CA",,False
1166,"

    Edison Pharmaceuticals
","Sr. Research Associate, Neuroscience","Mountain View, CA 94043",,False
1167,"


    EBay
",Senior Software Engineer,"San Jose, CA",,False
1168,"
    Samsung Semiconductor, Inc.",Data Scientist- Text Analytics,"San Jose, CA",,True
1169,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
1170,"

    PayPal",Data Scientist,"San Jose, CA",,True
1171,"

    TARGET",Haskell Data Scientist,"Sunnyvale, CA",,True
1172,"

    TARGET",Lead Data Scientist,"Sunnyvale, CA",,True
1173,"


    Tesla Motors
",Senior Data Engineer,"Fremont, CA 94538 (Irvington area)",,False
1174,"

    Zamplus Technology
",Machine Learning and Data Scientist,"Santa Clara, CA","[<nobr>$70,000 a year</nobr>]",False
1175,"


    23andMe, Inc.
","Scientist/Senior Scientist, Health R&D","Mountain View, CA 94041",,False
1176,"


    The Nielsen Company
",Data Science Intern,"Sunnyvale, CA 94085",,False
1177,"


    Emerald Resource Group
",Quantitative Analyst,"Mountain View, CA 94043","[<nobr>$150,000 a year</nobr>]",False
1178,"


    Netflix
",Senior Data Scientist - Growth Experimentation and Modeling,"Los Gatos, CA",,False
1179,"


    Google
","Quantitative Analyst, Operations Decision Support","Mountain View, CA",,False
1180,"


    Exponent
",Associate/Scientist,"Menlo Park, CA 94025",,False
1181,"


    Becton Dickinson & Company
",Senior Scientist,"San Jose, CA 95131 (North Valley area)",,False
1182,"


    Apple
",Core OS Machine Learning and Differential Privacy Engineer,"Santa Clara Valley, CA",,False
1183,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
1184,"
    Samsung Semiconductor, Inc.",Data Scientist- Text Analytics,"San Jose, CA",,True
1185,"

    PayPal",Data Scientist,"San Jose, CA",,True
1186,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1187,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1188,"
    Tergus Pharma",Pharmaceuticals Analytical Data Review Specialist,"Durham, NC",,True
1189,"

    Eurofins
",Study Director/Research Scientist,"Mebane, NC",,False
1190,"


    Moses Cone Health System
",Head of Risk Contract Analytics,"Greensboro, NC 27401",,False
1191,"

    Eurofins
",Research Scientist,"Mebane, NC",,False
1192,"


    LabCorp
",Associate Technical Director,"Burlington, NC",,False
1193,"


    Moses Cone Health System
",Medical Technician,"Burlington, NC",,False
1194,"


    Chiltern
",Remote Principal Biostatistician,"Chapel Hill, NC 27517",,False
1195,"

    KBI Biopharma",Group Leader/Scientist #501,North Carolina,,True
1196,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1197,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1198,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1199,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1200,"

    U.S. Air Force",Biomedical Laboratory Officer,United States,,True
1201,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1202,"

    Eurofins
",Study Director/Research Scientist,"Mebane, NC",,False
1203,"


    Moses Cone Health System
",Head of Risk Contract Analytics,"Greensboro, NC 27401",,False
1204,"

    Eurofins
",Research Scientist,"Mebane, NC",,False
1205,"


    LabCorp
",Associate Technical Director,"Burlington, NC",,False
1206,"


    Moses Cone Health System
",Medical Technician,"Burlington, NC",,False
1207,"


    Chiltern
",Remote Principal Biostatistician,"Chapel Hill, NC 27517",,False
1208,"

    KBI Biopharma",Group Leader/Scientist #501,North Carolina,,True
1209,"
    Tergus Pharma",Pharmaceuticals Analytical Data Review Specialist,"Durham, NC",,True
1210,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1211,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1212,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1213,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1214,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1215,"

    KBI Biopharma",Group Leader/Scientist #501,North Carolina,,True
1216,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1217,"

    Eurofins
",Study Director/Research Scientist,"Mebane, NC",,False
1218,"


    Moses Cone Health System
",Head of Risk Contract Analytics,"Greensboro, NC 27401",,False
1219,"

    Eurofins
",Research Scientist,"Mebane, NC",,False
1220,"


    LabCorp
",Associate Technical Director,"Burlington, NC",,False
1221,"


    Moses Cone Health System
",Medical Technician,"Burlington, NC",,False
1222,"


    Chiltern
",Remote Principal Biostatistician,"Chapel Hill, NC 27517",,False
1223,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1224,"
    Tergus Pharma",Pharmaceuticals Analytical Data Review Specialist,"Durham, NC",,True
1225,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1226,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1227,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1228,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1229,"
    Tergus Pharma","Analytical Scientist, Analytical R&D","Durham, NC",,True
1230,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1231,"

    KBI Biopharma",Group Leader/Scientist #501,North Carolina,,True
1232,"

    Eurofins
",Study Director/Research Scientist,"Mebane, NC",,False
1233,"


    Moses Cone Health System
",Head of Risk Contract Analytics,"Greensboro, NC 27401",,False
1234,"

    Eurofins
",Research Scientist,"Mebane, NC",,False
1235,"


    LabCorp
",Associate Technical Director,"Burlington, NC",,False
1236,"


    Moses Cone Health System
",Medical Technician,"Burlington, NC",,False
1237,"


    Chiltern
",Remote Principal Biostatistician,"Chapel Hill, NC 27517",,False
1238,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1239,"
    Tergus Pharma",Pharmaceuticals Analytical Data Review Specialist,"Durham, NC",,True
1240,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1241,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1242,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1243,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1244,"

    U.S. Air Force",Biomedical Laboratory Officer,United States,,True
1245,"

    KBI Biopharma",Group Leader/Scientist #501,North Carolina,,True
1246,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1247,"

    Eurofins
",Study Director/Research Scientist,"Mebane, NC",,False
1248,"


    Moses Cone Health System
",Head of Risk Contract Analytics,"Greensboro, NC 27401",,False
1249,"

    Eurofins
",Research Scientist,"Mebane, NC",,False
1250,"


    LabCorp
",Associate Technical Director,"Burlington, NC",,False
1251,"


    Moses Cone Health System
",Medical Technician,"Burlington, NC",,False
1252,"


    Chiltern
",Remote Principal Biostatistician,"Chapel Hill, NC 27517",,False
1253,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1254,"
    Tergus Pharma",Pharmaceuticals Analytical Data Review Specialist,"Durham, NC",,True
1255,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1256,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1257,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1258,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1259,"

    U.S. Air Force",Biomedical Laboratory Officer,United States,,True
1260,"

    KBI Biopharma",Group Leader/Scientist #501,North Carolina,,True
1261,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1262,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1263,"

    Eurofins
",Study Director/Research Scientist,"Mebane, NC",,False
1264,"


    Moses Cone Health System
",Head of Risk Contract Analytics,"Greensboro, NC 27401",,False
1265,"

    Eurofins
",Research Scientist,"Mebane, NC",,False
1266,"


    LabCorp
",Associate Technical Director,"Burlington, NC",,False
1267,"


    Moses Cone Health System
",Medical Technician,"Burlington, NC",,False
1268,"


    Chiltern
",Remote Principal Biostatistician,"Chapel Hill, NC 27517",,False
1269,"
    Tergus Pharma",Pharmaceuticals Analytical Data Review Specialist,"Durham, NC",,True
1270,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1271,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1272,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1273,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1274,"
    Tergus Pharma","Analytical Scientist, Analytical R&D","Durham, NC",,True
1275,"

    KBI Biopharma",Group Leader/Scientist #501,North Carolina,,True
1276,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1277,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1278,"

    Eurofins
",Study Director/Research Scientist,"Mebane, NC",,False
1279,"


    Moses Cone Health System
",Head of Risk Contract Analytics,"Greensboro, NC 27401",,False
1280,"

    Eurofins
",Research Scientist,"Mebane, NC",,False
1281,"


    LabCorp
",Associate Technical Director,"Burlington, NC",,False
1282,"


    Moses Cone Health System
",Medical Technician,"Burlington, NC",,False
1283,"


    Chiltern
",Remote Principal Biostatistician,"Chapel Hill, NC 27517",,False
1284,"
    Tergus Pharma",Pharmaceuticals Analytical Data Review Specialist,"Durham, NC",,True
1285,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1286,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1287,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1288,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1289,"
    Tergus Pharma","Analytical Scientist, Analytical R&D","Durham, NC",,True
1290,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1291,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1292,"

    Eurofins
",Study Director/Research Scientist,"Mebane, NC",,False
1293,"


    Moses Cone Health System
",Head of Risk Contract Analytics,"Greensboro, NC 27401",,False
1294,"

    Eurofins
",Research Scientist,"Mebane, NC",,False
1295,"


    LabCorp
",Associate Technical Director,"Burlington, NC",,False
1296,"


    Moses Cone Health System
",Medical Technician,"Burlington, NC",,False
1297,"


    Chiltern
",Remote Principal Biostatistician,"Chapel Hill, NC 27517",,False
1298,"

    KBI Biopharma",Group Leader/Scientist #501,North Carolina,,True
1299,"
    Tergus Pharma",Pharmaceuticals Analytical Data Review Specialist,"Durham, NC",,True
1300,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
1301,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
1302,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
1303,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
1304,"
    Tergus Pharma","Analytical Scientist, Analytical R&D","Durham, NC",,True
1305,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
1306,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
1307,"

    Eurofins
",Study Director/Research Scientist,"Mebane, NC",,False
